smiles,IC50
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(c1C(F)(F)F)C(F)(F)F,99.9
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(C#N)c12,20.3
CSc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,2
Fc1c(ncc2c(nc(OCC34CCCN3CCOC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,229.7
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C=C)c12,70.2
COCCO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)N(C)C1,94
F[C@@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cncc3cccc(Cl)c23)C1,28.1
F[C@@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cncc3cccc(C#C)c23)C1,4.4
F[C@@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(C#C)c23)C1,1.2
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C#C)c12,5.1
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cc(C)ccc12,4906.8
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)Oc1cccc(c1)S(F)(=O)=O,1836.7
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)Oc1ccc(cc1)S(F)(=O)=O,2746.7
CN1CC[C@H](Oc2cccc(c2)S(F)(=O)=O)[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,5464.7
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1cccc(c1)S(F)(=O)=O,211.5
Oc1cc(-c2ncc3c(nc(OCCNC(=O)c4ccc(cc4)S(F)(=O)=O)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,1218.4
Oc1cc(-c2ncc3c(nc(OCCNC(=O)c4cccc(c4)S(F)(=O)=O)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,7529
Oc1cc(-c2ncc3c(nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,0.9
Fc1cccc2cccc(-c3ncc4c(nc(CCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,1600
CO[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,8.1
Cn1cc(cn1)[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,8.7
Fc1c(ncc2c(nc(OC[C@]34CCCN3C[C@@H](C4)c3ccccc3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,15.7
OCC12CCCN1CC(C2)Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,1126.7
O[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,7.1
O[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,27
CO[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,9.2
F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,25.9
C[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,6.4
CC1(C)CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,87.7
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1OC(F)(F)F,121
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(Cl)c1OC(F)(F)F,1433.1
COc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,19.8
Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(C#C)c(F)ccc2c1,0.6
C(Oc1nc(N2CC3CCC(C2)N3)c2cnc(cc2n1)-c1cccc2ccccc12)C12CCCN1CCC2,387.2
Fc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,5.9
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Br)c12,1.2
COc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,25
Oc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,500.3
OCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,16.1
OCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,2
NC(=O)Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,314.8
NCC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,79.2
CCC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,82.2
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,0.4
Oc1cc(-c2ncc3c(ncnc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,4.2
Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)c(F)ccc2c1,0.5
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(F)c(F)ccc2c1,0.6
FC(F)Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,12.6
FCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,3.2
Cc1cc2[nH]ncc2c(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,3.5
Cc1cc2[nH]ccc2c(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,28.2
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,0.2
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(C#C)c(F)ccc2c1,0.4
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,0.8
CCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,6.1
FCCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,8.7
Cc1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,13.2
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c2cn[nH]c2cc2ccccc12,5.1
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c(OC(F)(F)F)ccc2[nH]ncc12,6.5
CCc1cccc2cc(O)cc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,0.8
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)OC(=O)NCCOCc1ccc(O)cc1,107.1
NCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,8304.2
NC1(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)CCCCC1,2255.6
CCc1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,1.5
Fc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,4698.9
Nc1cccc(F)c1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,794
Nc1c(Cl)cc(Cl)c(F)c1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,278
Oc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,3261.6
CNc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,1546.3
CCNc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,4037.9
Nc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,4492.4
Oc1cccc(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,1621.9
Cc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,1178.7
COc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,1340.8
Cc1c(Cl)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,35.9
Cc1cccc(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,53.8
Cc1cccc(c1Cl)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,16.2
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(Cl)c1Cl,35.2
[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)C#C[2H])F,0.7
Oc1ccc(CC#C)c(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,1.6
COCCNC(=O)O[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)N(C)C1,99.8
F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3ccc(F)c(C#C)c23)C1,0.9
[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=CC(=C12)F)O)F,0.7
[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C=1C=C(C=C(C1C1CC1)Cl)O)F,0.7
Oc1cc(Cl)c(c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,0.1
F[C@@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,279
C[C@@H]1C[C@@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,17.2
C[C@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,90.7
C[C@@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,589.5
C[C@H]1C[C@@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,218.4
CC(C)c1c(F)cc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,2.1
CC(C)c1c(Cl)cc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,1.6
Fc1cccc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c1C(F)(F)F,13.1
FC(F)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,692.3
Cc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,620.4
CCc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,191.5
CN(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,111.5
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1C1CC1,88.9
CC(C)c1c(Cl)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,8.3
CC(C)c1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,131.7
CCC(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,767.8
CC(C)c1c(C)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,35.1
FC(F)Oc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,43.6
FC(F)Oc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,357.3
Fc1cccc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c1C1CC1,29.2
CC1(CC1)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,366.8
CC(C)c1ccncc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,260.4
CC(C)c1ncccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,3164.3
CN(C)Cc1ccc(COCCNC(=O)O[C@@H]2C[C@@H](COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)N(C)C2)cc1,117.4
CC(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,204.7
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1Cl,558.7
COc1c(Cl)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,135.3
CCc1c(Cl)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,9
COc1c(C)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,231.3
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,0.6
OCCc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,2537.4
Cc1cccc(F)c1-c1ncc2c(nc(OCCc3nccn3C)nc2c1F)N1CC2CCC(C1)N2,10000
COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C)c12,10000
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2C(O)CCc12,10000
CCOC(=O)CCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,10000
Oc1ccc(CCCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)cc1C=O,10000
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2ccc(C)cc12,612.8
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(Cl)c1C1CC1,4.9
CN1CCCC1(CO)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2ccccc12,1689.3
CCc1cccc2cncc(-c3ncc4c(nc(OCC56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,10.2
CC1(C)CN2C[C@H](F)CC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,140.9
Oc1cc(-c2ncc3c(nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,1.9
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,1.9
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(Cl)c1C(F)(F)F,9.4
CSc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,202.5
Oc1cc(-c2ncc3c(nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,2.5
Cc1ccc2[nH]ncc2c1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,114.4
Cc1ccc2[nH]ncc2c1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,163.9
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3C[C@H](C(C2)N3)n2cncn2)c2ccccc2c1,450.5
Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,10
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(C3CC3)c12,25.8
F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3ccc(F)c(Cl)c23)C1,3.1
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1c(Cl)c(O)cc2ccccc12,2.2
Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2C[C@H]3C[C@@H](CC#N)[C@@H](C2)N3)c2ccccc2c1,33.1
Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2C[C@H]3C[C@@H](CC#N)[C@@H](C2)N3)c2ccccc2c1,21
Oc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,0.4
Oc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,0.7
F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc(Cl)c2C2CC2)C1,3.4
F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2c(ccc3[nH]ncc23)C(F)(F)F)C1,10.4
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c(ccc2[nH]ncc12)C(F)(F)F,10.9
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(OC(F)(F)F)c12,10.6
FC(F)Oc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,10.5
FCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4ccccc34)CCCN12,2.1
CC(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,15.5
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c(Cl)ccc2ccccc12,560.7
Oc1c(F)cc(F)c(c1F)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,3822.1
CO[C@H]1CN[C@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,94.8
Fc1c(ncc2c(nc(OC[C@@H]3CC(F)(F)CN3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,844.8
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1ccc(C=O)cc1,333.4
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1cccc(C=O)c1,368.1
CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1ccccc1C=O,869.9
CN1CC[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,87.2
CN1CC[C@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,438
CN1CC[C@H](C1)Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,1980.6
CN1CC[C@@H](C1)Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,1637.1
COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2cccc(Cl)c12,50.8
COc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,2700.3
CC(C)(C)c1ccccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,105.8
CNC(C)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,3932.5
CC(C)c1cccc2cc(O)cc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,2.3
Cc1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,34.9
[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)C(=C(N=C1)C1=CC(=CC2=CC=CC(=C12)F)O)F,0.5
Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(F)cccc2c1,0.7
[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)C(=C(N=C1)C1=C(C=CC=C1)C1CC1)F,207.6
Oc1cccc(F)c1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,221.4
Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1C(F)(F)F,86.1
F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2ccccc2C2CCC2)C1,394.2
CSc1cccc2cc(O)cc(-c3ncc4c(nc(OCC56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,0.7
Oc1ccc(c(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,1.6
C[C@H](N)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,347.9
Oc1ccc(c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,1.7
Cc1cc2[nH]ncc2c(c1Cl)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,2.6
Cc1cccc(O)c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,416.9
CN1CCc2cccc(Oc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)c2C1,6250
Fc1c(ncc2c(nc(OC[C@@]34CCCN3CC[C@@H]4C#N)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,248.7
Nc1ccc(Cl)c(F)c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,65.7
CCc1c(F)ccc2cccc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,0.7
Fc1c(ncc2c(nc(OC[C@@]34CCCN3C[C@H](C4)C(F)(F)F)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,21.1
F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2ccccc2CC(F)(F)F)C1,585.9
Oc1cc(-c2ncc3c(nc(OCC45CCCN4C(CF)CC5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,2.4
COc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,3083.3
Oc1ccc(SC(F)(F)F)c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,2
