ID,SMILES,Kd,IC50,erk_IC50
US_48,Oc1cc(-c2ncc3c(nc(OCC(F)(F)F)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,930.8,433.9,4875.6
US_49,O[C@@H]1CC2CN(C[C@H]1N2)c1nc(OCC23CCCN2CCC3)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,0.4,5.9,2123.1
US_50,Oc1cc(-c2ncc3c(nc(OC[C@@H]4CCCN4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,2.1,2.5,15404.5
US_51,Oc1cc(-c2ncc3c(nc(OCC4(CC4)C(F)(F)F)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,611.1,291.7,12066.6
US_52,Oc1cc(-c2ncc3c(nc(OCC(F)(F)C(F)F)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,507.4,318.3,8380.0
US_53,Fc1c(ncc2c(nc(OCC3COC3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,4369.4,1881.4,
US_54,Fc1c(ncc2c(nc(OCC34CCCN3CCCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,117.5,68.7,16666.7
US_57,OCC(O)CCOc1nc(C2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,1000000.0,7285.9,
US_58,OCC[C@@H](CO)Oc1nc(C2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,4733.6,2326.7,
US_59,OCC(COc1nc(C2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)c1cccnc1,1118.3,946.3,
US_60,[O-][N+]12CCCC1(COc1nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n1)-c1cccc3cccc(Cl)c13)CCC2,1000000.0,1660.7,16666.7
US_61,OC(=O)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,115.5,4081.0,
US_62,Oc1ccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)cc1C=O,,8407.4,
US_63,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2cccc(Cl)c12,,0.4,186.7
US_64,CC(C)(C)[Si](C)(C)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,3.3,3971.0
US_67,Oc1cc(-c2ncc3c(nc(OCCc4ccccc4F)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,1151.1,1245.6,
US_68,COCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,292.8,256.6,7530.9
US_69,OCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,521.6,529.9,16666.7
US_70,COCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,416.7,356.2,
US_71,Oc1cc(-c2ncc3c(nc(OC4CCS(=O)(=O)CC4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,137.6,125.7,16666.7
US_72,Oc1cc(-c2ncc3c(nc(OC4CCOCC4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,507.2,512.9,7260.8
US_73,Oc1cc(-c2ncc3c(nc(OCC4CCCC4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,666744.3,572.7,5555.6
US_74,Oc1cc(-c2ncc3c(nc(nc3c2F)N2CC3(C2)CCOCC3)N2CC3CCC(C2)N3)c2ccccc2c1,140.6,188.2,5465.1
US_75,OCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,303.7,240.4,16666.7
US_76,Oc1cc(-c2ncc3c(nc(nc3c2F)N2CC3(C2)CCOC3)N2CC3CCC(C2)N3)c2ccccc2c1,196.9,131.2,7412.9
US_77,OC[C@@H]1CCCN1c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,3065.8,3137.6,
US_78,CC(=O)N1CCC(CC1)Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,367.5,358.3,16666.7
US_79,Oc1cc(-c2ncc3c(nc(OC4CCSCC4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,1000000.0,336.5,
US_80,Oc1cc(-c2ncc3c(nc(OC4CCC(F)(F)CC4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,500000.0,646.9,
US_81,Oc1cc(-c2ncc3c(nc(OCCC(F)(F)F)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,320.6,152.9,8288.3
US_82,Oc1cc(-c2ncc3c(nc(OC4CCS(=O)CC4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,214.8,226.8,16666.7
US_83,Fc1c(ncc2c(nc(OCC34CCCN3C(=O)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,8694.9,
US_84,Cc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,14.4,31.7,5722.3
US_85,CC(C)Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,147.8,453.7,16666.7
US_86,COc1ccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)cn1,527559.5,7919.9,
US_87,Cc1cccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cc(O)cc3ccccc23)n1,195.8,535.6,10553.8
US_88,Cc1ccc2[nH]ncc2c1-c1ncc2c(nc(OCCc3nccn3C)nc2c1F)N1CC2CCC(C1)N2,15593.2,7021.4,
US_89,Oc1cc(-c2ncc3c(nc(OCc4ccccn4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,4308.7,679.3,
US_90,Fc1ccc2cccc(-c3ncc4c(nc(OCCc5cccnc5)nc4c3F)N3CC4CCC(C3)N4)c2c1,7805.4,4494.9,
US_91,CC(C)n1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,25.9,32.7,5514.1
US_92,Fc1c(ncc2c(nc(OCCc3cn4ccccc4n3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,2303.5,1348.4,
US_93,Fc1c(ncc2c(nc(OCC34CCCN3CC(F)(F)C4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,104.6,16666.7
US_94,Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2ccccc12,7462.4,3652.5,
US_95,Cn1cncc1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,1129.0,561.0,
US_96,Oc1cc(-c2ncc3c(nc(OCCc4ccccc4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,709.6,2221.0,
US_97,Fc1c(ncc2c(nc(OC[C@@H]3CCCN3Cc3ccccc3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,5916.9,934.1,
US_98,Fc1ccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c2c1Cl,,1.0,388.6
US_99,Oc1cc(-c2ncc3c(nc(OCc4cccnc4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,896.6,623.8,
US_100,Cc1cccc2cccc(-c3ncc4c(nc(OCCc5nccn5C)nc4c3F)N3CC4CCC(C3)N4)c12,1089.4,1949.7,
US_101,Cc1cccc2cccc(-c3ncc4c(nc(OCCc5cccnc5)nc4c3F)N3CC4CCC(C3)N4)c12,11958.2,8081.6,
US_102,Oc1cc(-c2ncc3c(nc(OCCc4ccc(F)cn4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,259.1,95.8,7955.9
US_103,Clc1cccc2cccc(-c3ccc4c(nc(OCCCN5C[C@@H]6C[C@H]5CO6)nc4c3)N3CC4CCC(C3)N4)c12,271.2,371.0,16666.7
US_104,Cn1ccnc1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,362.0,1675.8,16666.7
US_105,COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,2264.8,867.1,
US_106,Oc1cc(-c2ncc3c(nc(OCCc4cccnc4)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,53.5,155.9,3096.3
US_107,CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,1437.0,2118.1,
US_108,Fc1c(ncc2c(nc(OC[C@@H]3CCCN3Cc3ccccc3)nc12)N1CC2CCC(C1)N2)-c1cccc2ccccc12,63516.8,4841.5,
US_110,Cn1cncc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,42.3,57.5,16666.7
US_111,Cn1cncc1CCNc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,275.8,281.0,
US_112,Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2ccc(F)cc12,983.3,718.4,
US_113,Fc1c(ncc2c(nc(OCCc3cccnc3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,2503.9,2866.1,
US_114,Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,383.7,482.1,10259.6
US_115,CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,333377.0,174.3,9514.0
US_116,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(cc2n1)-c1cccc2cccc(C)c12,3628.8,1437.7,
US_117,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(cc2n1)-c1cccc2cccc(CCC#N)c12,1004.8,731.5,
US_118,Oc1cc(-c2ncc3c(nc(nc3c2F)N2CCCC2)N2CC3CCC(C2)N3)c2ccccc2c1,1061.5,476.6,16666.7
US_119,Oc1cc(-c2ncc3c(nc(nc3c2F)N2CCC2)N2CC3CCC(C2)N3)c2ccccc2c1,511.4,684.3,3700.2
US_121,OC[C@@H]1CCN1c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,197.0,204.2,4077.1
US_122,CN(C)C1CN(C1)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,3417.4,3265.3,16666.7
US_123,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(cc2n1)-c1cccc2cccc(Cl)c12,785.7,754.4,
US_124,CC1(N)CN(C1)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,22.7,8.6,11087.4
US_125,CC1(N)CN(C1)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,667.5,
US_126,CCC1(N)CN(C1)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,16.1,9.9,3470.6
US_127,CN(C)C1(C)CN(C1)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,864.1,250.9,16666.7
US_128,CCC1(N)CN(C1)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,500.6,
US_129,Fc1c(ncc2c(nc(OCCC3CC(F)(F)C3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,4092.5,
US_130,Fc1c(ncc2c(nc(nc12)N1CC2(CCN2)C1)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,1647.0,
US_131,CN1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)CC1=O,1553.0,423.9,16666.7
US_132,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,64.7,60.5,2558.7
US_133,CC1CCCc2cccc(-c3ncc4c(nc(OC[C@@H]5CCCN5C)nc4c3F)N3CC4CCC(C3)N4)c12,112.6,48.8,2048.8
US_135,OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,2.1,4820.9
US_138,CO[C@H](C)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,8067.8,
US_139,Nc1cccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cc(O)cc3ccccc23)n1,25.4,113.3,5245.1
US_140,COc1cccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,5591.7,5161.4,
US_141,Nc1ccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)cn1,,891.1,16666.7
US_142,Fc1c(ncc2c(nc(OC3CCc4[nH]ncc4C3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,13834.0,8846.4,
US_143,Fc1c(ncc2c(nc(OC3CCc4cn[nH]c4C3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,14933.6,4563.2,
US_144,Cn1nccc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,1702.3,
US_145,Cn1ccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)n1,,5002.5,
US_146,Cn1cc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)cn1,,2285.7,
US_147,Fc1c(ncc2c(nc(OCCn3cccn3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,18778.9,5876.2,
US_148,Cn1cnc2ccc(Oc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)cc12,,5180.0,
US_150,Fc1c(ncc2c(nc(OCc3cccn4ccnc34)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,1981.1,
US_151,CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cncc2cccc(Cl)c12,448.0,387.5,
US_152,O[C@@H]1C[C@@H]2CN(CC1N2)c1nc(nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12)N1CCC1,,2647.1,50000.0
US_153,CC(C)N1CCC[C@H]1COc1nc(N2C[C@H]3C[C@@H](O)C(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,70.5,50.8,2369.2
US_154,Cn1cnnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,6533.8,
US_155,O[C@@H]1C[C@@H]2CN(CC1N2)c1nc(OCCC(F)(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,,3417.0,
US_156,CN1CCC[C@H]1COc1nc(N2CC3CCC(C)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,500006.0,9.1,1786.9
US_157,CN1CCC[C@H]1COc1nc(N2CC3CCC(CCC#N)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,22.9,26.6,7998.7
US_158,FC1=C(N=CC2=C1N=C(N=C2N2CC1(CCC(C2)N1)C(=O)OC)OC[C@H]1N(CCC1)C)C1=CC(=CC2=CC=CC=C12)O,329.9,73.7,4222.3
US_159,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)(N3)C(N)=O)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,,331.0,16666.7
US_160,CN1CCC[C@H]1COc1nc(N2CC3CCC(Cl)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,0.3,120.3,6930.7
US_161,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2CCC(C)(C)c12,403.2,273.2,16666.7
US_162,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2CCC3(CC3)c12,554.6,677.3,16666.7
US_163,Fc1c(ncc2c(nc(OC3CCN(CC3)C(=O)CCl)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,5552.5,16666.7
US_164,Fc1c(ncc2c(nc(OCCNC(=O)c3ccc(cc3)S(F)(=O)=O)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,4046.0,16666.7
US_165,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1ccc(cc1)S(F)(=O)=O,,97.8,11068.5
US_166,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCc2nccn2C(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,,1286.1,
US_167,Cc1nccn1CCOc1nc(N2C[C@H]3C[C@@H](O)[C@@H](C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,226.2,16142.4
US_168,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCn2ccnc2CF)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,,583.0,16666.7
US_169,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCn2ccnc2C(F)(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,,656.9,
US_170,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCc2nccn2CF)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,,841.7,
US_171,OCc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,757.4,
US_172,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCn2ccnc2C(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,,689.1,
US_173,Cn1ccnc1CCOc1nc(N2C[C@H]3C[C@@H](O)[C@@H](C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,116.7,99.2,10504.3
US_174,CC1CCc2cccc(c12)-c1ncc2c(nc(OC[C@@H]3CCCN3C)nc2c1F)N1CC2CCC(C1)N2,186.1,63.9,12816.8
US_175,Cc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,,63.8,5555.6
US_176,NC(=N)NCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,235.1,
US_177,NC(=N)NCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,187.1,
US_178,Nc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,105.0,16666.7
US_180,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(-c3c[nH]nn3)c12,,76.1,16666.7
US_182,Nc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,,269.1,13549.2
US_183,CNc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,,393.3,5252.5
US_184,CN(C)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,,1990.6,
US_188,Fc1c(ncc2c(ncnc12)N1CC2CCC(C1)N2)-c1cccc2cccc(C#C)c12,,1919.7,
US_190,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(C)c2n1)-c1cc(O)cc2ccccc12,76.1,64.1,16314.3
US_191,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(Cl)c2n1)-c1cc(O)cc2ccccc12,,69.1,5047.0
US_192,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C#N)c12,,224.9,
US_193,OCC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,,12.5,8517.9
