ID,SMILES,group,with_3F,racemic_trans,mixture_isomer,trans,Kd,IC50,erk_IC50
US_151,CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cncc2cccc(Cl)c12,US,0,0,0,0,448,387.5,
US_152,O[C@@H]1C[C@@H]2CN(CC1N2)c1nc(nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12)N1CCC1,US,0,0,0,0,,2647.1,50000
US_153,CC(C)N1CCC[C@H]1COc1nc(N2C[C@H]3C[C@@H](O)C(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,70.5,50.8,2369.2
US_154,Cn1cnnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,6533.8,
US_155,O[C@@H]1C[C@@H]2CN(CC1N2)c1nc(OCCC(F)(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,3417,
US_156,CN1CCC[C@H]1COc1nc(N2CC3CCC(C)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,1,0,0,0,500006,9.1,1786.9
US_157,CN1CCC[C@H]1COc1nc(N2CC3CCC(CCC#N)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,1,0,0,0,22.9,26.6,7998.7
US_158,FC1=C(N=CC2=C1N=C(N=C2N2CC1(CCC(C2)N1)C(=O)OC)OC[C@H]1N(CCC1)C)C1=CC(=CC2=CC=CC=C12)O,US,1,0,0,0,329.9,73.7,4222.3
US_159,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)(N3)C(N)=O)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,1,0,0,0,,331,16666.7
US_160,CN1CCC[C@H]1COc1nc(N2CC3CCC(Cl)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,1,0,0,0,0.3,120.3,6930.7
US_161,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2CCC(C)(C)c12,US,1,0,0,0,403.2,273.2,16666.7
US_162,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2CCC3(CC3)c12,US,1,0,0,0,554.6,677.3,16666.7
US_163,Fc1c(ncc2c(nc(OC3CCN(CC3)C(=O)CCl)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,US,1,0,0,0,,5552.5,16666.7
US_164,Fc1c(ncc2c(nc(OCCNC(=O)c3ccc(cc3)S(F)(=O)=O)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,US,1,0,0,0,,4046,16666.7
US_165,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1ccc(cc1)S(F)(=O)=O,US,1,0,0,0,,97.8,11068.5
US_166,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCc2nccn2C(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,1286.1,
US_167,Cc1nccn1CCOc1nc(N2C[C@H]3C[C@@H](O)[C@@H](C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,226.2,16142.4
US_168,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCn2ccnc2CF)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,583,16666.7
US_169,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCn2ccnc2C(F)(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,656.9,
US_170,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCc2nccn2CF)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,841.7,
US_171,OCc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,757.4,
US_172,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OCCn2ccnc2C(F)F)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,689.1,
US_173,Cn1ccnc1CCOc1nc(N2C[C@H]3C[C@@H](O)[C@@H](C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,116.7,99.2,10504.3
US_174,CC1CCc2cccc(c12)-c1ncc2c(nc(OC[C@@H]3CCCN3C)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,186.1,63.9,12816.8
US_175,Cc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,US,0,0,0,0,,63.8,5555.6
US_176,NC(=N)NCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,235.1,
US_177,NC(=N)NCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,187.1,
US_178,Nc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,105,16666.7
US_179,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(C#C)c12,US,0,0,0,0,0.1,1.1,71.2
US_180,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(-c3c[nH]nn3)c12,US,0,0,0,0,,76.1,16666.7
US_181,Oc1cc(-c2ncc3c(ncnc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,US,0,0,0,0,,572.5,12839.1
US_182,Nc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,0,0,0,0,,269.1,13549.2
US_183,CNc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,0,0,0,0,,393.3,5252.5
US_184,CN(C)c1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,0,0,0,0,,1990.6,
US_185,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,US,0,0,0,0,0,0.3,7.1
US_186,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2ccccc12,US,0,0,0,0,,29.2,3383.1
US_187,CCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,1.7,450.1
US_188,Fc1c(ncc2c(ncnc12)N1CC2CCC(C1)N2)-c1cccc2cccc(C#C)c12,US,0,0,0,0,,1919.7,
US_189,Fc1ccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c2c1C#C,US,0,0,0,0,,0.5,24.1
US_190,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(C)c2n1)-c1cc(O)cc2ccccc12,US,0,0,0,0,76.1,64.1,16314.3
US_191,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(Cl)c2n1)-c1cc(O)cc2ccccc12,US,0,0,0,0,,69.1,5047
US_192,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C#N)c12,US,0,0,0,0,,224.9,
US_193,OCC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,12.5,8517.9
US_194,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C#CCO)c12,US,0,0,0,0,,150.8,
US_195,CC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,20.7,2461.5
US_196,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2OC(F)(F)Oc12,US,0,0,0,0,,467,
US_197,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(c1C(F)(F)F)C(F)(F)F,US,0,0,0,0,,99.9,16666.7
US_198,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(C#N)c12,US,0,0,0,0,,20.3,2425.5
US_199,CSc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,2,464.8
US_200,Fc1c(ncc2c(nc(OCC34CCCN3CCOC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,229.7,
US_201,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C=C)c12,US,0,0,0,0,,70.2,13915.2
US_202,COCCO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)N(C)C1,US,0,0,0,0,,94,10186.8
US_203,F[C@@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cncc3cccc(Cl)c23)C1,US,0,0,0,0,,28.1,2183.2
US_204,F[C@@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cncc3cccc(C#C)c23)C1,US,0,0,0,0,,4.4,306.7
US_205,F[C@@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(C#C)c23)C1,US,0,0,0,0,,1.2,242.1
US_206,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(C#C)c12,US,0,0,0,0,,5.1,899.6
US_207,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cc(C)ccc12,US,0,0,0,0,,4906.8,
US_208,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)Oc1cccc(c1)S(F)(=O)=O,US,1,0,0,0,,1836.7,16666.7
US_209,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)Oc1ccc(cc1)S(F)(=O)=O,US,1,0,0,0,,2746.7,16666.7
US_210,CN1CC[C@H](Oc2cccc(c2)S(F)(=O)=O)[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,1,0,0,0,,5464.7,16666.7
US_211,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1cccc(c1)S(F)(=O)=O,US,1,0,0,0,,211.5,13506.7
US_212,Oc1cc(-c2ncc3c(nc(OCCNC(=O)c4ccc(cc4)S(F)(=O)=O)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,US,1,0,0,0,,1218.4,
US_213,Oc1cc(-c2ncc3c(nc(OCCNC(=O)c4cccc(c4)S(F)(=O)=O)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,US,1,0,0,0,,7529,
US_214,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)(N3)C=O)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,0,0,0,0,283.6,,16666.7
US_215,CN1CCC[C@H]1COc1nc(N2CC3CCC(CO)(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12,US,1,0,0,0,70.4,,16666.7
US_216,Oc1cc(-c2ncc3c(nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,US,0,1,0,1,1.7,0.9,51
US_217,Oc1cc(-c2ncc3c(nc(OCc4ccccc4F)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,US,0,0,0,0,2977,,
US_218,Fc1cccc2cccc(-c3ncc4c(nc(CCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,1600,
US_219,CO[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,0,0,0,0,8.1,8.1,2032
US_220,Cn1cc(cn1)[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,0,0,0,0,,8.7,1344.9
US_221,Fc1c(ncc2c(nc(OC[C@]34CCCN3C[C@@H](C4)c3ccccc3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,15.7,15840.8
US_222,OCC12CCCN1CC(C2)Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,1126.7,
US_223,O[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,1,0,0,0,,7.1,4272.7
US_224,O[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,0,0,0,0,,27,6375.8
US_225,CO[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,1,0,0,0,,9.2,3058.3
US_226,F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,0,0,0,0,,25.9,6745.4
US_227,C[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,0,0,0,0,,6.4,2976
US_228,CC1(C)CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,US,1,0,0,0,,87.7,13718.5
US_229,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1OC(F)(F)F,US,0,0,0,0,,121,11330.3
US_230,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(Cl)c1OC(F)(F)F,US,1,0,0,0,,1433.1,
US_231,COc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,US,0,0,0,0,,19.8,2806.1
US_232,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(C#C)c(F)ccc2c1,US,0,0,0,0,,0.6,15.2
US_233,C(Oc1nc(N2CC3CCC(C2)N3)c2cnc(cc2n1)-c1cccc2ccccc12)C12CCCN1CCC2,US,0,0,0,0,,387.2,15568.1
US_234,Fc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,5.9,409
US_235,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Br)c12,US,0,0,0,0,,1.2,338.6
US_236,COc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,25,2626.3
US_237,Oc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,500.3,
US_238,OCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,16.1,4656.9
US_239,OCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,2,2951.1
US_240,NC(=O)Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,314.8,16666.7
US_241,NCC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,79.2,16666.7
US_242,CCC#Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,82.2,16666.7
US_243,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,US,0,0,0,0,,0.4,0.8
US_244,Oc1cc(-c2ncc3c(ncnc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,US,0,0,0,0,,4.2,763
US_245,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)c(F)ccc2c1,US,0,0,0,0,,0.5,23.4
US_246,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(F)c(F)ccc2c1,US,0,0,0,0,,0.6,1
US_247,FC(F)Cc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,12.6,4310.5
US_248,FCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,3.2,1082.8
US_249,Cc1cc2[nH]ncc2c(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,3.5,7705.6
US_250,Cc1cc2[nH]ccc2c(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,28.2,7477.7
US_251,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,US,0,0,0,0,,0.2,10.3
US_252,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(C#C)c(F)ccc2c1,US,0,0,0,0,,0.4,0.8
US_253,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,0.8,2
US_254,CCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,6.1,2428.8
US_255,FCCCc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,8.7,673.4
US_256,Cc1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,13.2,16666.7
US_257,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c2cn[nH]c2cc2ccccc12,US,0,0,0,0,,5.1,530.7
US_258,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c(OC(F)(F)F)ccc2[nH]ncc12,US,0,0,0,0,,6.5,1460.4
US_259,CCc1cccc2cc(O)cc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,US,0,0,0,0,,0.8,3.9
US_260,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)OC(=O)NCCOCc1ccc(O)cc1,US,0,0,0,0,,107.1,16666.7
US_261,NCCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,US,0,0,0,0,,8304.2,
US_262,NC1(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)CCCCC1,US,0,0,0,0,,2255.6,
US_263,CCc1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1.5,7641
US_264,Fc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,4698.9,
US_265,Nc1cccc(F)c1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,794,
US_266,Nc1c(Cl)cc(Cl)c(F)c1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,278,
US_267,Oc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,3261.6,
US_268,CNc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1546.3,
US_269,CCNc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,4037.9,
US_270,Nc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,4492.4,
US_271,Oc1cccc(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1621.9,
US_272,Cc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1178.7,
US_273,COc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1340.8,
US_274,Cc1c(Cl)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,35.9,4706.4
US_275,Cc1cccc(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,53.8,7058.7
US_276,Cc1cccc(c1Cl)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,16.2,3789.2
US_277,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc(Cl)c1Cl,US,0,0,0,0,,35.2,3675
US_278,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)C#C[2H])F,US,0,0,0,0,,0.7,104.4
US_279,Oc1ccc(CC#C)c(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1.6,7401.8
US_280,COCCNC(=O)O[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)N(C)C1,US,0,0,0,0,,99.8,6115.7
US_281,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3ccc(F)c(C#C)c23)C1,US,0,0,0,0,,0.9,97.8
US_282,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=CC(=C12)F)O)F,US,0,0,0,0,,0.7,4.9
US_283,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C=1C=C(C=C(C1C1CC1)Cl)O)F,US,0,0,0,0,,0.7,7
US_284,Oc1cc(Cl)c(c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,US,0,0,0,0,,0.1,17.4
US_285,F[C@@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,1,,279,
US_286,C[C@@H]1C[C@@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,17.2,1733.1
US_287,C[C@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,90.7,8067.4
US_288,C[C@@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,589.5,
US_289,C[C@H]1C[C@@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,218.4,
US_290,CC(C)c1c(F)cc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,2.1,110.5
US_291,CC(C)c1c(Cl)cc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,1.6,46.5
US_292,Fc1cccc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c1C(F)(F)F,US,0,0,0,0,,13.1,1696
US_293,FC(F)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,692.3,
US_294,Cc1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,620.4,
US_295,CCc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,191.5,
US_296,CN(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,111.5,8472
US_297,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1C1CC1,US,0,0,0,0,,88.9,6562
US_298,CC(C)c1c(Cl)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,8.3,1228.7
US_299,CC(C)c1c(F)cccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,131.7,5555.6
US_300,CCC(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,US,0,0,0,0,,767.8,
